id,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
572,2002,3,1,Suburb,2014,259033.5696091164
573,1443,5,2,Rural,1987,299103.33982685435
574,1612,5,1,Suburb,1950,127303.85743184252
575,1992,5,3,Suburb,1964,210318.9028635672
576,1263,5,3,Suburb,1960,188936.21799927184
577,2076,2,2,Urban,2005,185380.12933067384
578,2595,3,1,Urban,1987,294176.3398072445
579,2003,4,1,Suburb,2003,198735.76407487172
580,2643,4,1,Urban,1972,268807.8484225868
581,1004,3,2,Rural,1986,65228.451657181766
582,2126,4,3,Urban,2000,262087.5685406145
583,2219,2,3,Rural,2010,255398.7488360053
584,1773,5,3,Urban,1971,200902.1210079548
585,1876,3,1,Suburb,2015,237628.6476429031
586,1991,4,2,Suburb,2004,201135.28609513523
587,1883,2,1,Urban,2016,327202.41442370834
588,2373,4,2,Rural,1975,313572.8518403207
589,1046,2,1,Rural,1987,161735.08959988356
590,1866,4,2,Suburb,1999,135186.94087616628
591,1822,5,1,Rural,1972,206442.25251652248
592,1935,3,1,Suburb,2002,176508.47514546313
593,2843,5,2,Urban,1988,295895.5580713673
594,1655,5,3,Urban,1972,215023.38326044296
595,1268,4,3,Urban,2015,145269.20365725964
596,1369,5,2,Suburb,1977,156946.23886717143
597,1635,3,2,Urban,2009,246606.27246872173
598,2129,2,3,Rural,2016,194238.86404489263
599,2693,2,1,Suburb,1959,281991.7020085731
600,2682,4,3,Rural,1983,258071.88013024023
601,1656,3,2,Urban,1950,149913.01063562068
602,1119,3,1,Suburb,1986,118571.5243008172
603,1830,2,2,Suburb,2017,258490.79490966225
604,2810,2,3,Suburb,2020,237178.03687268015
605,2627,5,1,Urban,2016,283416.61176366487
606,2081,4,3,Suburb,2007,234682.71104543685
607,2974,2,3,Suburb,1965,236267.06232456485
608,2369,2,3,Urban,2013,220216.97133488397
609,1740,3,1,Urban,1977,231805.2696288392
610,2497,3,3,Rural,2019,293908.2936846775
611,1116,3,1,Rural,1977,148823.04632708835
612,2853,2,3,Rural,1967,317837.8614141733
613,1790,4,3,Suburb,1992,311154.7318744357
614,2150,5,2,Urban,1963,256000.1605924757
615,2416,4,3,Rural,1971,215724.19497451396
616,2931,2,1,Rural,1963,249356.7367478768
617,2012,5,2,Urban,1968,223423.08229570035
618,2664,4,1,Suburb,1968,272864.8009845355
619,2081,2,3,Urban,1988,202344.3255562944
620,1633,4,2,Urban,1982,228849.23363704217
621,1512,2,2,Urban,1987,240983.2420495493
622,2774,3,2,Suburb,1981,289649.3015046294
623,1801,4,1,Rural,1963,144200.25472284656
624,2119,3,2,Rural,1972,257560.4742361165
625,2661,3,2,Suburb,1975,273196.6206523907
626,2141,5,1,Urban,1999,235009.5775041492
627,1559,5,1,Urban,2018,166047.69062077426
628,2624,4,1,Rural,2004,258771.5961898808
629,1487,2,3,Rural,2016,96385.9182789763
630,2260,5,1,Urban,1969,246585.67000113003
631,2908,5,1,Suburb,2005,304455.99187438824
632,1896,3,2,Rural,1964,171955.104831796
633,2295,3,3,Suburb,2008,175119.20936481262
634,2212,2,2,Suburb,2006,273977.7959903137
635,1703,5,1,Urban,1980,133660.82096467528
636,2470,5,1,Suburb,2018,276587.1870510741
637,1580,2,2,Urban,1963,199265.5521697208
638,1789,5,3,Suburb,1971,133679.26622996147
639,1860,4,3,Rural,1996,187289.18440161628
640,1246,4,2,Urban,1991,195380.2522240877
641,2986,2,1,Urban,2020,290467.5265903441
642,2099,3,3,Urban,2010,125993.0726556148
643,1153,2,3,Urban,1954,164864.4865169759
644,2679,4,2,Rural,1973,271131.6959591951
645,2458,5,3,Urban,1963,272401.7092102525
646,1996,5,1,Urban,1997,214623.9275419516
647,2109,3,2,Rural,1964,270288.24876943545
648,1696,3,3,Suburb,1977,263720.90173653525
649,2308,4,1,Rural,1982,343733.4612602183
650,2997,3,1,Suburb,1996,386973.6452388685
651,2243,2,2,Urban,2000,232462.4527446684
652,2092,4,2,Urban,2005,246644.1788837266
653,2070,5,1,Suburb,2015,136921.1150485443
654,2008,5,1,Urban,2003,265746.5807708745
655,1093,5,3,Rural,1950,118967.69191518334
656,2773,3,3,Rural,1962,225775.6618982253
657,1957,4,3,Rural,2004,291978.29503658274
658,2011,3,3,Suburb,1993,261283.9963961752
659,1452,2,3,Suburb,2003,240942.6385063934
660,2227,4,2,Suburb,2016,216203.91808913855
661,1911,3,3,Urban,1998,132355.8167088826
662,1217,5,3,Suburb,2019,228079.11351403585
663,1473,5,3,Rural,1958,148489.51219153902
664,1431,2,1,Suburb,1992,150462.64176160205
665,1340,2,3,Rural,2014,226047.232175168
666,1550,2,2,Urban,2013,115706.61525987924
667,2635,5,1,Suburb,1988,270138.59707251686
668,2312,3,1,Rural,1986,200589.0287850465
669,2277,5,3,Rural,1975,258865.26034286627
670,2757,5,1,Suburb,1983,296494.37010478094
671,1356,5,3,Urban,1985,122490.16195532805
672,1022,3,3,Suburb,1995,115202.93724042212
673,2785,5,3,Urban,2013,341637.3346327042
674,1521,2,2,Rural,1975,202351.35724556248
675,2781,2,1,Suburb,1959,303105.48908660375
676,2860,2,1,Suburb,1980,311183.9181239788
677,2123,2,1,Rural,2007,149038.00718782184
678,1801,5,1,Urban,1977,270736.49580213847
679,2203,5,1,Suburb,1984,263493.245593864
680,2246,5,3,Suburb,2006,324176.94259542966
681,2929,2,3,Suburb,1969,337269.8823295874
682,1761,3,3,Urban,1985,249808.3088836096
683,2682,4,2,Rural,2012,240370.0119099812
684,1441,4,2,Rural,2019,316311.3312099292
685,2631,4,2,Rural,1993,301656.17346017965
686,1768,3,2,Urban,1962,245823.79008430173
687,2015,5,1,Urban,1982,260271.79196695355
688,2348,4,2,Rural,1999,223081.9973620505
689,1515,4,1,Suburb,1994,133643.3552048616
690,2039,5,1,Urban,2004,235473.2568647501
691,1791,4,1,Rural,1999,152462.49930589722
692,1335,5,3,Rural,2001,255989.5045800418
693,2782,4,3,Suburb,1996,326470.3363906014
694,1257,5,1,Suburb,1992,218502.8587774109
695,1496,2,2,Urban,1959,202684.77305729603
696,1895,3,1,Urban,1997,159563.627499803
697,1159,4,3,Rural,2017,167817.14670311325
698,2498,5,2,Urban,2004,328340.9621873803
699,1851,2,3,Suburb,1991,206542.45604190213
700,2687,5,2,Urban,1980,254673.65477120708
701,2931,4,3,Urban,1979,301490.2157597572
702,1689,4,1,Urban,2019,211224.04411416216
703,2698,4,3,Urban,1956,345220.80546968256
704,1379,4,2,Suburb,1981,103848.36089510174
705,2568,4,3,Urban,1991,254537.2982707633
706,2952,2,2,Suburb,1975,352850.78542387614
707,1956,5,3,Urban,1961,173719.79582802267
708,1690,5,3,Rural,1963,197888.1079481344
709,2450,4,1,Urban,1990,265276.1460098992
710,2636,5,2,Suburb,1992,338456.4113885329
711,2291,2,2,Suburb,1979,260643.21849028897
712,2858,4,1,Rural,1958,304034.385670048
713,2600,3,3,Rural,1969,287191.8105601077
714,2440,2,2,Suburb,2017,270580.7139209375
715,2191,4,2,Suburb,1974,252500.3190369424
716,2865,5,2,Urban,1952,371294.7232165792
717,2066,2,1,Suburb,1986,257401.59886460408
718,2579,4,1,Suburb,1977,284904.8023474461
719,1284,5,2,Rural,2009,211770.31701769648
720,1396,5,3,Suburb,2009,286856.5217117545
721,1011,4,3,Rural,1969,175101.11485297672
722,2630,2,1,Urban,2018,261717.1541109648
723,2325,4,3,Rural,1957,192111.8457088134
724,2921,4,1,Urban,2021,287287.6099467984
725,2276,4,2,Rural,1981,255596.0404676911
726,1498,4,2,Rural,1973,288403.4882448866
727,1753,4,2,Urban,1974,185248.1657127602
728,1034,5,1,Suburb,1969,209782.43902802345
729,1726,4,3,Rural,2002,215865.8500989949
730,1848,2,2,Suburb,1970,174158.99432206358
731,1089,3,3,Suburb,1978,80169.25806211587
732,1775,4,3,Suburb,2011,197440.8406320433
733,1604,2,1,Urban,2021,138311.8452227575
734,2945,3,1,Rural,1983,272553.0410251459
735,1969,2,3,Rural,1996,150367.97259513475
736,2625,5,3,Suburb,1991,267944.92750139127
737,2021,5,2,Rural,1958,192499.1385363805
738,1417,3,2,Suburb,1985,154703.87797049983
739,1114,3,2,Urban,1956,132670.1551484759
740,1616,3,3,Urban,2016,143155.4262902804
741,2926,5,1,Rural,1983,297645.4550119479
742,2219,5,3,Suburb,2005,246920.26484897672
743,1825,2,2,Urban,1986,230264.15501264585
744,2524,5,2,Rural,2019,328545.8605296379
745,2649,3,1,Suburb,2004,270556.70020546595
746,2516,4,3,Suburb,1985,275162.44503035053
747,2098,4,2,Rural,1959,185514.4834638632
748,1412,3,1,Suburb,1990,149130.08966753018
749,2399,5,2,Rural,2000,214095.0543062111
750,2443,3,1,Rural,1954,290060.3012191346
751,1728,5,3,Urban,1986,149000.2885716802
752,2300,4,1,Urban,2006,267485.9013006865
753,2020,2,3,Rural,1978,190984.00846955905
754,1760,5,3,Suburb,2005,329138.6055529518
755,1675,2,2,Urban,1980,216085.781634223
756,2417,4,3,Suburb,2001,298584.9525466047
757,2892,2,2,Rural,1962,295605.4558659616
758,1456,2,2,Rural,1978,220667.13737644893
759,1919,3,3,Suburb,2007,224202.0857901244
760,1191,2,1,Urban,1977,103169.83082983548
761,1738,4,3,Urban,1980,241772.0661041939
762,2712,5,3,Urban,1996,305954.64946368407
763,2122,2,1,Urban,2014,152222.32123196096
764,2571,5,2,Suburb,2009,239857.87116430115
765,1977,3,2,Urban,1979,284245.94156282244
766,2008,4,3,Suburb,2017,214463.71330122603
767,1095,4,1,Urban,2021,172054.11113967386
768,2687,5,1,Urban,2003,233840.693357676
769,1662,4,1,Suburb,2013,240334.624479816
770,2213,3,1,Suburb,1961,143838.14535935596
771,2759,5,3,Suburb,1961,231149.53446815303
772,1036,4,3,Rural,2005,57693.11512567874
773,2803,3,2,Suburb,1968,314396.5661139018
774,2392,3,1,Rural,1985,269266.977581019
775,2718,2,3,Suburb,1963,246523.69977593367
776,2548,4,3,Suburb,1953,192436.58603816613
777,1278,5,1,Suburb,1954,214298.2895792329
778,1216,2,1,Rural,1991,151148.9419555298
779,1866,5,2,Rural,2009,241160.6363713378
780,1872,2,1,Rural,1986,211510.34112149564
781,2821,3,2,Suburb,1980,230251.8348146053
782,2296,2,2,Suburb,2006,228944.8623110937
783,2904,2,1,Rural,2001,272997.60155766347
784,1061,2,1,Rural,1992,71057.43729236326
785,1595,4,3,Suburb,2004,138738.90112488047
786,2903,2,1,Urban,1958,306800.5024859408
787,1728,3,1,Rural,2001,221433.42593213933
788,2365,5,2,Suburb,2002,260065.91839526407
789,1396,4,1,Urban,1982,193685.51749938732
790,1698,3,3,Urban,1951,253164.40903462144
791,2042,4,3,Rural,1972,260611.24503988435
792,1176,5,1,Suburb,1965,191111.8035906781
793,2635,5,1,Suburb,1997,236979.26516775688
794,1395,5,2,Rural,1953,142709.2132430368
795,1444,4,1,Rural,1974,90595.44336075484
796,2256,4,2,Suburb,2017,232944.419166036
797,2938,5,1,Urban,2016,208320.65492302965
798,1075,5,2,Rural,1988,170587.70088704966
799,1264,3,3,Suburb,1971,185462.10056795456
800,1454,5,1,Urban,2009,119379.40658699269
801,2819,2,1,Urban,1985,304423.6713133684
802,1717,4,2,Urban,1998,240869.4072498032
803,1734,3,2,Urban,1982,212119.8414692286
804,2407,4,1,Urban,1968,201291.27162474324
805,2587,5,2,Suburb,2020,283949.7947263424
806,1850,2,1,Suburb,1955,237898.5327935223
807,2529,5,3,Urban,1977,218263.07829683935
808,2390,4,2,Suburb,2014,222996.20083676535
809,1143,3,1,Suburb,1963,148993.25117853231
810,1884,4,3,Suburb,1961,239641.3180208537
811,2092,3,1,Rural,2008,226598.7974864433
812,2122,2,1,Urban,2020,229393.3071768777
813,1395,5,3,Urban,1957,145356.12903263618
814,2048,5,2,Suburb,1959,218497.79846746355
815,1947,2,3,Suburb,2019,111367.23862298972
816,1890,4,1,Suburb,1997,205937.9650073844
817,2492,2,3,Rural,2003,319363.7891736062
818,2507,5,1,Rural,1999,321563.40710783505
819,2588,3,3,Urban,1996,319101.47520436335
820,2174,5,2,Urban,1978,205614.38829094707
821,2167,4,3,Rural,1958,266521.92740215774
822,1568,3,3,Rural,2015,129901.83080778556
823,2062,4,2,Rural,2018,246504.01107683705
824,1108,5,1,Urban,2003,82999.51438098928
825,2716,5,3,Urban,1965,207232.53134222017
826,2065,3,1,Urban,1957,135032.7138610993
827,2209,4,3,Suburb,1971,296655.18677291024
828,1934,3,2,Urban,1964,259611.21731599883
829,1397,3,3,Suburb,1977,154224.85545384552
830,2246,4,1,Urban,1978,184167.682777678
831,1633,3,1,Urban,1981,128511.64008197584
832,2156,2,2,Urban,1965,199376.22255012847
833,2186,3,1,Suburb,1982,305463.2842137745
834,2238,5,2,Rural,1985,230947.2624105161
835,1732,4,2,Suburb,1988,199698.29937561287
836,1234,5,1,Urban,1999,196146.75126065977
837,2866,2,1,Rural,2017,274487.713034125
838,1657,2,2,Suburb,1963,185033.5073295144
839,1750,3,1,Rural,1988,222984.37232313093
840,1587,5,2,Suburb,2020,208334.57395061577
841,2032,3,3,Rural,1969,254289.73022892696
842,2097,3,1,Urban,1999,247007.8117062886
843,1953,5,1,Suburb,1988,189607.3232062253
844,1491,2,2,Suburb,1957,188387.2146763888
845,1912,2,3,Suburb,1979,217927.1091427364
846,2276,2,3,Rural,1969,211264.24766899477
847,2253,4,1,Urban,1977,193911.85871865976
848,2542,4,2,Urban,2019,260737.6152132153
849,2197,3,2,Urban,2003,277508.1067969679
850,2676,4,1,Suburb,1969,288139.6440456853
851,2191,4,3,Suburb,1972,310818.2996654319
852,1169,5,2,Rural,1988,144823.8783201593
853,2416,3,2,Suburb,1983,216479.2312111171
854,1945,3,1,Urban,1971,208194.23872286797
855,1794,5,1,Suburb,2006,253265.0376705048
856,1633,2,3,Urban,1996,244006.2115103892
857,2217,5,3,Urban,1967,186245.8282964399
858,2540,2,2,Rural,1957,273339.0777205339
859,1028,3,1,Urban,2010,145806.9778864852
860,2188,3,1,Urban,1979,132414.17762180505
861,2445,4,1,Rural,1998,380654.63496154535
862,1338,4,3,Urban,2021,82162.27557986573
863,2671,5,3,Rural,2012,213976.85964899743
864,2519,4,2,Suburb,1998,225675.3304178081
865,2388,3,1,Suburb,1992,253719.6212512084
866,2856,3,3,Suburb,1966,206099.42510341504
867,2365,2,1,Urban,2021,233693.17511383988
868,1499,4,3,Suburb,1992,41630.73903968584
869,2680,2,1,Suburb,2004,249052.4280536617
870,1510,3,2,Suburb,2011,184231.2030920716
871,2350,4,3,Rural,1971,308213.8830350051
872,1216,2,3,Urban,1966,57095.72060447122
873,2324,3,2,Urban,2017,182389.1946475966
874,2155,2,2,Rural,1969,217331.88164170616
875,2827,4,1,Urban,1978,350242.8684402716
876,2093,2,3,Urban,1995,289191.5054736979
877,2275,2,1,Suburb,1963,243496.65823393877
878,2438,3,1,Suburb,1980,208749.06334160693
879,2810,4,1,Urban,1980,267005.9190474079
880,1444,5,3,Rural,1952,105488.09083210796
881,1875,5,2,Rural,1971,269844.16072456585
882,2205,2,1,Suburb,2002,238840.57227716385
883,1166,3,3,Suburb,2003,206852.129632215
884,1090,4,1,Urban,1976,92241.80581748142
885,1713,3,2,Rural,1981,133711.23184425896
886,2881,4,2,Rural,1980,363943.3169361488
887,2554,3,3,Suburb,1988,254325.533799992
888,1038,5,3,Rural,2011,115580.61555255776
889,2149,5,2,Rural,2006,315570.854831943
890,2474,5,3,Suburb,2016,290504.4188193532
891,1172,3,2,Rural,2011,192190.87089628197
892,1652,3,1,Suburb,1982,204042.48327574137
893,1753,2,2,Rural,2009,227730.1345025201
894,2243,5,1,Suburb,1979,315812.0093927289
895,2661,2,3,Urban,1962,235355.14384911332
896,2081,3,1,Rural,1969,266445.0244732576
897,2683,4,2,Rural,2021,373582.4579638869
898,1475,5,3,Urban,1957,146532.87360307135
899,1455,5,3,Rural,1970,141658.680700331
900,1828,5,2,Suburb,1962,311639.1473799411
901,1894,5,3,Rural,1979,200989.2947203859
902,2384,5,2,Urban,1998,284763.6398345334
903,2958,3,1,Suburb,2007,229455.10419490823
904,2024,5,1,Suburb,1995,253040.83462918125
905,1386,5,3,Rural,1951,153895.937900664
906,2996,2,2,Urban,1968,340000.53371239634
907,1347,4,2,Rural,1976,154491.00607322797
908,1189,5,1,Rural,1956,194760.360587696
909,1504,2,1,Rural,1999,206783.25374908888
910,2214,3,3,Urban,2002,253978.80475126745
911,2531,2,2,Suburb,1990,234623.9359452987
912,2392,5,3,Urban,1961,177596.20161174834
913,2432,2,3,Urban,1966,244735.0645293368
914,1823,2,3,Suburb,2021,236688.27176150816
915,1928,3,2,Rural,2005,205486.3072228253
916,1933,2,1,Rural,1970,214957.65001214077
917,2140,3,2,Urban,1963,232001.8099941528
918,1133,3,2,Urban,1971,31141.661175317782
919,1057,2,2,Suburb,1958,118092.00217452954
920,2579,5,3,Urban,1955,295625.1346682316
921,1684,4,3,Rural,1978,178076.61921988643
922,1671,2,2,Suburb,1993,195992.02480337096
923,1172,2,3,Rural,1965,48426.56952724123
924,2852,2,3,Rural,1993,237828.08700627237
925,1814,4,1,Suburb,1978,224581.67951386687
926,2172,4,2,Suburb,1970,240740.18783411043
927,1079,3,2,Rural,2015,195945.22713417688
928,1885,4,3,Suburb,2021,249861.14614101723
929,2236,4,2,Suburb,1985,326922.0049785314
930,1202,2,2,Urban,1952,206065.5832070673
931,1763,3,2,Urban,2006,212178.72116261904
932,2252,5,2,Rural,1998,316517.30020622705
933,2699,3,3,Rural,1990,240508.8366583316
934,2250,4,1,Suburb,1999,279073.86395829613
935,2682,4,3,Suburb,1963,244530.0160029172
936,2555,2,1,Urban,1972,354766.5624941777
937,2464,5,2,Suburb,2015,276540.4343396436
938,2425,5,2,Rural,1989,269753.6360239221
939,1046,5,2,Urban,1970,92737.39910827587
940,2256,4,2,Rural,1992,90256.53134838892
941,2328,4,2,Rural,1995,256324.2314453304
942,2549,3,2,Rural,1997,215428.4397021493
943,2166,4,2,Rural,2018,349937.8304799792
944,2438,5,1,Rural,1979,270658.20070059143
945,2536,5,3,Urban,1989,341876.2464882541
946,2396,5,2,Rural,1991,333079.80905804696
947,2589,2,2,Rural,1973,352650.3372044172
948,2909,3,2,Rural,2008,384570.0092932205
949,2282,3,1,Rural,2014,295735.1483372617
950,1655,4,2,Suburb,2003,195194.70008024533
951,1470,2,3,Urban,2008,95133.30811467016
952,2976,3,1,Urban,2009,299964.91612332454
953,1970,2,1,Suburb,1987,197931.9728010611
954,2035,2,2,Rural,1951,234129.68073221648
955,2353,4,1,Urban,2014,352243.84374203807
956,1735,2,2,Rural,1957,195768.76583076143
957,1783,3,3,Suburb,1960,189727.3845919774
958,1967,4,3,Urban,1991,235663.8437831698
959,1357,3,1,Urban,2004,82170.73832633767
960,1971,2,1,Rural,1990,238246.37459804572
961,2431,2,2,Suburb,1952,209647.4475033536
962,1667,5,1,Urban,1960,204634.1487795993
963,1372,4,3,Rural,2009,121797.35786225925
964,2031,4,1,Rural,1959,232913.77870877416
965,2145,5,3,Rural,1961,260744.77494843025
966,2371,3,2,Rural,2017,295669.2145331389
967,1675,3,3,Suburb,1950,222874.7259221029
968,1089,2,1,Urban,1989,169571.70650048825
969,2671,4,3,Rural,1988,301400.87618549453
970,1697,2,3,Suburb,1965,146521.30885491136
971,2339,5,1,Urban,1974,239841.0991899742
972,2201,2,2,Urban,1977,250995.74813573709
973,1539,3,3,Rural,1992,230483.4878244484
974,1731,3,1,Urban,1956,219340.69060929623
975,1868,5,3,Rural,1978,271113.41788545327
976,1040,3,3,Suburb,2012,154006.60360164827
977,1739,5,3,Urban,1960,208431.56936749088
978,2727,4,2,Rural,1950,312734.6629286009
979,2946,5,3,Suburb,1977,342149.84239391383
980,1501,5,1,Rural,1995,198493.32156194845
981,1958,5,1,Urban,1952,256779.9117483605
982,2168,3,3,Suburb,1963,233297.09623688145
983,2224,4,2,Urban,1988,267938.9424322745
984,1928,2,1,Urban,1974,210799.65892766285
985,2747,4,2,Rural,1984,373797.1322616373
986,1460,3,2,Rural,1979,128689.36466163806
987,1731,4,1,Suburb,1989,149708.53136453356
988,1751,4,1,Rural,1960,167144.4373619491
989,1924,5,2,Suburb,2015,180984.9796643805
990,1908,5,3,Urban,1988,207714.8483576871
991,2581,3,2,Urban,1977,226302.52606282648
992,2570,5,1,Urban,2013,341995.9982288175
993,2276,3,2,Urban,1952,261788.23030012185
994,1389,2,1,Suburb,1955,169312.49524263147
995,2617,4,3,Suburb,1985,246554.25488170615
996,1882,2,3,Urban,1952,218620.43921642733
997,1255,2,3,Rural,1969,152644.907943359
998,1708,4,3,Urban,2019,79441.72986086977
999,2838,5,3,Suburb,2006,251681.75316897008
1000,2944,2,1,Rural,2001,270128.29476942227
1001,1449,4,2,Urban,1958,207723.0892694964
1002,1009,2,3,Urban,2017,100701.19979526964
1003,1823,2,1,Suburb,2019,236683.28938428895
1004,1797,4,2,Suburb,1999,234486.01240700684
1005,2265,5,2,Suburb,1955,165566.96888497123
1006,2274,3,3,Suburb,1992,286489.71959930385
1007,1876,4,3,Rural,2005,177401.4627306995
1008,2028,3,2,Rural,1966,249908.62854710344
1009,2142,4,2,Suburb,1981,161743.42682973482
1010,2015,4,1,Rural,1960,187143.68436892435
1011,2824,3,3,Urban,1975,247402.5100149845
1012,1373,3,2,Rural,1967,155358.82516424777
1013,2088,5,2,Urban,1979,279165.0371727858
1014,1145,4,3,Suburb,2013,89762.97208250996
1015,1223,4,1,Urban,1981,181760.12007952813
1016,2262,4,1,Suburb,2006,244215.91496888423
1017,1176,5,3,Suburb,2011,245337.7602129785
1018,2802,3,1,Suburb,1956,303158.5657433613
1019,1852,4,1,Rural,1954,156793.64226877288
1020,2305,3,1,Urban,2019,290483.59920286294
1021,1062,5,2,Rural,1963,94671.10673217148
1022,2240,2,2,Suburb,1995,194460.42333305304
1023,2877,3,1,Rural,1961,282958.5553237845
1024,1826,5,3,Suburb,1999,203993.739298476
1025,1794,2,3,Urban,1990,205849.02814944123
1026,1688,4,3,Suburb,1957,149216.25946975296
1027,2484,4,1,Suburb,1952,246342.17894528623
1028,2952,3,3,Rural,2001,289062.4435412551
1029,2633,2,2,Suburb,1960,296127.9756572241
1030,1104,5,3,Urban,1997,97422.08368762385
1031,2122,4,3,Urban,1961,163521.696400653
1032,1510,4,2,Suburb,2000,122252.28194094716
1033,1384,2,2,Urban,1953,133770.93074875965
1034,1404,5,1,Suburb,1966,184800.95206916227
1035,1822,4,1,Suburb,1978,251020.94331935447
1036,1517,4,1,Urban,1972,115263.64064090072
1037,1475,3,1,Rural,2011,90949.32580507116
1038,1708,5,1,Suburb,1961,189782.12338056669
1039,2886,4,2,Rural,1997,280071.50492796715
1040,2668,2,2,Rural,1982,258006.46454140887
1041,2893,4,2,Suburb,1962,386754.03192247095
1042,1770,5,3,Urban,1987,146603.65784613608
1043,2460,3,3,Suburb,1999,259605.9310192093
1044,2046,4,3,Urban,1961,259302.22778456227
1045,1996,2,1,Suburb,1975,172698.92266857144
1046,2588,4,3,Rural,2014,339031.5397433728
1047,1676,2,1,Suburb,1952,255611.72754527832
1048,1713,5,1,Urban,1957,192246.85587604664
1049,2481,3,1,Urban,1979,345003.4976248391
1050,1082,5,1,Suburb,1992,142633.8501089564
1051,2168,4,3,Urban,1963,195356.4527107719
1052,2108,4,2,Suburb,1966,279338.9777502631
1053,2101,3,1,Rural,2020,176065.22076954978
1054,1456,2,3,Suburb,1989,102686.51248001643
1055,2901,5,1,Suburb,2015,357084.86213091767
1056,1000,2,1,Urban,1957,77593.87758504473
1057,1050,4,2,Suburb,1955,218059.03265432865
1058,1684,2,1,Rural,1967,97481.12166378334
1059,1716,5,2,Rural,2015,251997.9172320539
1060,2795,2,3,Suburb,1951,291568.3442373525
1061,2469,4,1,Urban,2009,164581.10356833227
1062,1448,5,2,Rural,1952,232049.16350135388
1063,1880,2,1,Suburb,1956,153154.0548120147
1064,1487,2,1,Suburb,1996,40231.17453969747
1065,2823,5,1,Rural,1979,400579.3722128632
1066,1033,4,2,Urban,1984,171695.7859384045
1067,2371,5,3,Suburb,2008,255858.3259608861
1068,1094,4,2,Rural,2011,198666.6613698284
1069,2095,2,3,Suburb,1996,232521.07262902104
1070,2574,5,2,Rural,1966,296498.5389523756
1071,1153,4,2,Suburb,2002,220953.76142536377
1072,1249,5,3,Urban,1982,177511.56795711152
1073,1673,2,3,Urban,2012,243821.2869015408
1074,1437,5,3,Rural,1991,152095.59082597902
1075,1117,2,2,Suburb,1997,62277.05245547429
1076,1770,2,3,Urban,2011,182285.04744173572
1077,2914,2,1,Rural,1956,339183.52209606726
1078,2329,4,1,Urban,2004,335253.9924921469
1079,1267,4,1,Urban,1987,157519.0965890365
1080,2984,3,1,Suburb,2018,424502.06760861306
1081,2077,4,3,Suburb,1988,202779.7545867599
1082,1235,3,3,Urban,1978,106521.1346797226
1083,1388,5,1,Urban,1978,178038.7173342208
1084,1989,2,3,Urban,2004,233632.76826735772
1085,2757,4,1,Urban,2009,286469.3746141461
1086,1762,2,2,Rural,2015,173138.7930354946
1087,2848,3,3,Rural,1953,273489.4263233002
1088,1400,4,2,Urban,1969,205885.8808533246
1089,1623,4,3,Suburb,2000,200613.40704922192
1090,1766,4,3,Suburb,2019,227038.98412989223
1091,2326,4,3,Rural,2004,141390.5479169713
1092,1918,2,2,Urban,1995,267982.47357604053
1093,2230,4,2,Suburb,1996,207817.6999502768
1094,2252,3,1,Urban,2019,309843.49823040946
1095,1852,4,2,Rural,1963,151088.13116539095
1096,2933,3,2,Rural,1954,251312.0636183864
1097,1577,3,1,Suburb,1981,153390.6596971213
1098,1074,2,2,Urban,1991,145292.96624164618
1099,1434,4,2,Rural,1989,227151.09262741785
